,original_shape_MajorAxisLength_dwi,original_shape_Maximum2DDiameterColumn_dwi,original_shape_Maximum3DDiameter_dwi,original_shape_SurfaceArea_dwi,original_firstorder_Skewness_dwi,original_glcm_Imc1_dwi,original_glcm_SumSquares_dwi,original_glrlm_RunVariance_dwi,original_glszm_GrayLevelNonUniformity_dwi,original_gldm_DependenceEntropy_dwi,original_gldm_LargeDependenceLowGrayLevelEmphasis_dwi,log-sigma-1-0-mm-3D_firstorder_10Percentile_dwi,log-sigma-1-0-mm-3D_firstorder_Kurtosis_dwi,original_shape_Flatness_t2,original_shape_Maximum2DDiameterRow_t2,original_shape_SurfaceVolumeRatio_t2,original_firstorder_90Percentile_t2,original_firstorder_InterquartileRange_t2,original_firstorder_Kurtosis_t2,original_glcm_ClusterShade_t2,original_glcm_Idmn_t2,original_glszm_GrayLevelNonUniformityNormalized_t2,original_glszm_SmallAreaHighGrayLevelEmphasis_t2,original_gldm_DependenceNonUniformity_t2,original_gldm_LargeDependenceLowGrayLevelEmphasis_t2
0,2.4601796192157046,3.1403508791565575,2.6351457240419696,1.6984323049723629,0.5830597636738653,2.4453447408286033,-1.2059141909727396,0.9706517906708652,3.7304491504017276,-0.5850234886358567,1.5905312476856024,1.676694770077071,-0.7722250958818501,-1.592620943184505,4.41294945958079,-0.8384429799555028,0.7792604045170931,0.4023209646090321,-0.22493320417827084,-0.11059469597888223,-1.3732462652646482,-1.3624286744318677,0.9954263943202453,5.77010476137749,-0.20897120124719115
1,-0.05387874147037443,0.38541830935034327,-0.07223322739272331,-0.37623786423834044,-0.19585261536775223,0.11268174548979774,0.055761180407807774,-0.8558022592124619,-0.35411280995130034,-0.327984932270432,1.265590475685888,0.4179506299957325,-0.24773055769078137,0.5373990999796009,-0.7310774449816599,1.0708022877835195,-0.34036775851103657,0.0700444238698764,-0.20478790844848505,0.21065677765542926,-0.09757660036172981,-0.5192923493080868,-0.20885296553853755,-0.25546022996237683,-0.4993358766061831
2,1.0134258225535788,1.4633783138396363,1.132376256207635,0.7297905332514923,0.05511302717546294,-0.03805291519456056,0.8387541736025846,-0.758012528063904,-0.09245975894474012,1.0362412590565515,-0.545953349183409,-0.8104391648306426,0.07127754173626644,0.22548323845877383,-0.04889015828510438,0.5722047038577774,1.7049671508785709,-1.0646338255055714,1.0466101105439864,1.2457639001579477,1.665375401509666,0.43105080745259666,-1.3653857104939986,-0.42004157785061913,-0.6018065454299953
3,3.0085621321089064,0.8542162092307162,2.4765425026922485,1.6368003725376215,0.6268394908928181,0.7943264788805624,0.8042136896934442,-0.14109432959724597,0.6621529724844525,1.2157446741693456,-0.40362447945778623,-1.1540514565131876,-0.9170538649604648,0.022545111359077954,-1.0373474834408694,0.9742258080999131,-0.3445815472095195,-0.23049642060819026,-0.24462863684599598,-0.8359885140352873,0.9916526142946875,0.46107351612982683,-0.49497891931400545,-0.3144928854436698,1.69544694124286
4,0.015402281650696735,-0.05568804228298566,0.1320407591290426,0.6676827667982504,-0.5316432135758627,0.5592844824257268,0.26945882609237093,-0.34374652365651664,0.2974146900309436,0.7969661498917532,-0.28002288431019984,-0.012515695885630566,0.3280941590692172,1.0103422668960511,0.7428955663664489,0.4140367730607668,0.06130131782815308,1.4285626664363782,-1.0462523784440565,0.7330218771456255,0.15808897713288236,-0.2517792493567392,-0.2601123921393403,0.3296842186960047,0.33724972113518253
5,0.09351697730094541,-0.5812929107378019,0.13359546421536983,-0.05724880304653408,1.2855737573033972,-0.5868115802972247,1.23814307754145,-0.47543602742438756,-0.4517836453554745,1.3455485520465311,0.20616461060006216,-0.9315789634130238,0.06770394291348722,0.06953053625226607,0.5135920666744768,-1.171151289655529,0.04644812718234197,1.692861512033751,-0.8557999572956843,2.0822280643179827,0.8460698171030768,0.9109895000150178,-1.1594721612372614,0.1417456350906266,2.113069842838979
6,-0.06299182636077767,0.1327202021304739,-0.32312236032214964,-0.007892335479459538,0.19651148652491843,0.32430476199392444,0.25683770510983683,-0.7781151632096335,-0.11719192558841286,0.24427803291225608,-0.6461975655202452,-0.39203739873359394,-0.4547952257706142,0.9099606338845323,0.3870500555433527,-0.7506176659100108,-0.5797991929610692,-0.09123615214454954,-0.18202421014422687,0.1738867612281762,0.9714271123863418,-0.32861210987365114,-0.5395182366728792,0.30079470593413143,-0.2298235484284564
7,-0.7737756487489728,-0.39735724124072785,-0.7490357503972662,-0.16904411760772978,0.4230730623890465,-0.09585569323188108,1.1130529660407271,-1.1754042799112006,-0.312142299000019,0.36060415427682385,-0.2598760013758701,-0.5348824601072777,-0.689854490854723,1.3633613088181606,-0.06830494320921654,-0.9881493175450274,-0.5515496314175987,0.06418800585057609,-0.23198785822713888,-0.16662116727199483,-0.09494588150626661,-0.5707051739351733,0.36953187754290484,0.05151630330272593,-1.06242972349509
8,-0.7758177572694571,-0.846990952220729,-0.7590324436367325,-1.0144107666415116,-1.9842851933822587,-1.2010556705469146,0.0758720418669325,0.5341888291507837,-0.8621146509312687,-0.13584233244646285,-0.819243651393658,-1.2355473820457599,3.7244939220441315,-0.6324491075330891,-0.8843153668496386,-1.0779249806126099,-0.7194612249109588,-0.41486230854861167,0.019288317433953445,-0.13029976141309732,0.706522257931659,-0.31412022719186783,-0.444380417906293,-0.48996555305522815,1.4025451760690804
9,-0.32077791995498195,0.09357950122569396,-0.1651574863029487,-0.5927366093349538,-0.4552100383366793,-0.7817754591349547,0.9022109103277737,-0.6248714229779275,-0.6251606161203588,0.42009366276397125,1.113698322820602,-0.7019123061093051,-1.051628747563482,-0.14180799182069082,-0.4037589601410268,-1.0500831752937214,-0.8020534328462577,-0.6675776166144219,0.14960966504461348,-0.3145655397609897,-0.7212550885631295,0.027101836361031365,-0.2500754951444458,0.23566797952095797,0.7938323203486217
